제품코드,적용시작일자,급여기준,상한가,가산금,투여경로,제품명,규격,단위,업체명,분류번호,주성분코드,전문/일반,퇴장방지,의약품동등성,저가대체가산여부,예외의약품구분,임의조제불가항목,고시일자,대응코드,희귀의약품구분,판매예정일,동일 의약품,청구규격,본인부담률D(30%)여부,본인부담률A(50%)여부,본인부담률B(80%)여부,선별급여여부,변경이전약품코드,변경이후약품코드,ATC코드,ATC코드_명칭,eng_ingredient_from_benefit
681400110,2023-04-01,급여,155900,,내복,카보메틱스정60밀리그램(카보잔티닙)_(60mg/1정),1,정,입센코리아(주),421,666401ATB,전문의약품,,,,,,2023-03-24,,,,,1,,,,,,,L01EX07,cabozantinib,cabozantinib (s)-malate (as cabozantinib 60mg)
681400120,2023-04-01,급여,155900,,내복,카보메틱스정40밀리그램(카보잔티닙)_(40mg/1정),1,정,입센코리아(주),421,666402ATB,전문의약품,,,,,,2023-03-24,,,,,1,,,,,,,L01EX07,cabozantinib,cabozantinib (s)-malate (as cabozantinib 40mg)
681400130,2023-04-01,급여,155900,,내복,카보메틱스정20밀리그램(카보잔티닙)_(20mg/1정),1,정,입센코리아(주),421,666403ATB,전문의약품,,,,,,2023-03-24,,,,,1,,,,,,,L01EX07,cabozantinib,cabozantinib (s)-malate (as cabozantinib 20mg)
681400141,2022-09-01,급여,620094,,주사,디페렐린에스알주22.5밀리그램(트립토렐린파모산염)_(31mg/1병),1,병,입센코리아(주),421,467502BIJ,전문의약품,,,,,,2022-08-25,,,,,1,,,,,,,L02AE04,triptorelin,triptorelin pamoate (as triptorelin 22.5mg)
681500010,2012-05-01,삭제,,0,내복,이젯켓(황산바륨),1,ml,메디코,721,113908ASS,전문의약품,원가보전,,,,,2012-04-26,,,,,1,,,,,W12190011,,,,
681500020,2016-10-01,삭제,,,내복,이지-에이취디현탁용분말(황산바륨),1,g,메디코,721,113912APD,전문의약품,원가보전,,,(41),,2015-12-09,,,,,1,,,,,681500020,681500021,,,
681500021,2024-03-01,삭제,,,내복,이지-에이취디현탁용분말(황산바륨)_(334.6008g/340g),340(1),g/통,메디코,721,113938APD,전문의약품,원가보전,,,,,2023-08-24,,,,,1,,,,,681500021,,,,
681600010,2019-11-07,삭제,,,주사,"알파카인1:100,000주_(1.8mL)",1.8,mL/앰플,일청상사,121,314000BIJ,전문의약품,원가보전,,,,,2019-10-30,,,,,1.8,,,,,681600010,,,,epinephrine 18μg(10μg/mL)
681600050,2012-05-01,삭제,,0,주사,캠브리카이나주,1.8,ml/앰플,일청상사,121,425000BIJ,전문의약품,원가보전,,,,,2012-04-26,,,,,1.8,,,,,W24890121,,,,
681600060,2022-11-01,삭제,,,외용,헤모스폰(젤라틴)_(10x10x10mm3/1개),1,개,일청상사,332,372503CDS,전문의약품,,,,,,2022-04-25,,,,,1,,,,,681600060,,,,
681600110,2014-02-01,산정불가,,0,외용,제트케이나스프레이액(리도카인),1,ml,일청상사,121,183801CSI,전문의약품,,,,,,,,,,,1,,,,,W24890171,,N01BB02,lidocaine,lidocaine 0.1g
681700030,2012-03-01,삭제,,0,외용,에버펜플라스타(플루르비프로펜),1,매,(주)동호팜,264,161902CPL,일반의약품,,,,,,2011-11-30,,,,,1,,,,,E00680191,,,,
681700050,2012-05-01,삭제,,0,외용,캐피디플라스타(케토프로펜),1,매,(주)동호팜,264,179901CPL,일반의약품,,,,,,2012-04-26,,,,,1,,,,,E00680121,,,,ketoprofen(f.) 30mg
681800030,2015-04-01,삭제,,,외용,젤로넷(백색바셀린) 1.75그램,10x10,cm2/매,스미스앤드네퓨(주),262,249304CDS,일반의약품,,,,(55),,2014-09-23,,,,,10x10,,,,,681800030,,,,
681800040,2015-09-01,삭제,,,외용,젤로넷 7그램,10X40,cm2/매,스미스앤드네퓨(주),262,249305CDS,일반의약품,,,,(55),,2015-02-23,,,,,10X40,,,,,681800040,,,,
681800050,2015-09-01,삭제,,,외용,젤로넷 52.5그램,15X200,cm2/매,스미스앤드네퓨(주),262,249306CDS,일반의약품,,,,(55),,2015-02-23,,,,,15X200,,,,,681800050,,,,
682200080,2010-05-01,삭제,,0,내복,드로손정10mg(히드로코르티손),1,정,한국웰팜(주),245,170901ATB,전문의약품,,,,,,2010-04-27,,,,,1,,,,,A62351031,,,,hydrocortisone 10mg
682200090,2010-05-01,삭제,,0,내복,토파마정25밀리그램(토피라메이트),1,정,한국웰팜(주),113,241803ATB,전문의약품,,생동(사후통보),대체조제가능,,,2010-04-27,,,,,1,,,,,A62301041,,,,topiramate 25mg
682200100,2010-11-01,삭제,,0,내복,유프리정2밀리그램(엘주석산톨터로딘),1,정,한국웰팜(주),259,357102ATB,전문의약품,,생동(사후통보),대체조제가능,,,2010-10-27,,,,,1,,,,,A62301051,,,,tolterodine L-tartrate 2mg
682200110,2010-05-01,삭제,,0,내복,비탁스캡슐,1,캡슐,한국웰팜(주),219,495401ACH,일반의약품,,,,,,2010-04-27,,,,,1,,,,,A62351061,,,,vitis vinifera leaf ext. 0.18g
682200120,2010-09-01,삭제,,0,내복,레보드론정(레보드로프로피진),1,정,한국웰팜(주),222,183102ATB,전문의약품,,,,,,2010-02-25,,,,,1,,,,,A62351071,671901090,,,levodropropizine 60mg
682200130,2011-01-01,삭제,,0,내복,페나딘정120밀리그램(염산펙소페나딘),1,정,한국웰팜(주),141,347901ATB,전문의약품,,,,,,2010-06-25,,,,,1,,,,,A62301091,,,,fexofenadine hydrochloride 0.12g
682200140,2010-05-01,삭제,,0,내복,보스웰정(보글리보스),1,정,한국웰팜(주),396,249002ATB,전문의약품,,생동(사후통보),대체조제가능,,,2010-04-27,,,,,1,,,,,A62301121,,,,voglibose 0.3mg
682200150,2011-01-01,삭제,,0,내복,테올린건조시럽20%(테오필린),1,g,한국웰팜(주),222,237003ASY,전문의약품,,,,,,2010-06-25,,,,,1,,,,,A62351141,,,,
682200170,2011-02-01,삭제,,0,내복,웰트라정,1,정,한국웰팜(주),114,430600ATB,전문의약품,,,,,,2010-07-27,,,,,1,,,,,A62351291,645203440,,,
682200180,2011-07-01,삭제,,0,내복,웰트라세미정,1,정,한국웰팜(주),114,480600ATB,전문의약품,,,,,,2010-12-28,,,,,1,,,,,A62351301,644003090,,,acetaminophen 0.1625g
682200350,2011-11-01,삭제,,0,내복,피오그릴정(염산피오글리타존),1,정,한국웰팜(주),396,431901ATB,전문의약품,,생동(사후통보),대체조제가능,,,2011-10-28,,,,,1,,,,,A62301081,,,,pioglitazone hydrochloride (as pioglitazone 15mg)
682200360,2012-05-01,삭제,,0,내복,로메딜정(부플로메딜염산염),1,정,한국웰팜(주),217,119603ATB,전문의약품,,,,,,2011-10-28,,,,,1,,,,,A62351331,,,,
682200370,2012-08-01,삭제,,0,내복,로시탄정(로자탄칼륨),1,정,한국웰팜(주),214,185702ATB,전문의약품,,생동(사후통보),대체조제가능,,,2012-01-30,,,,,1,,,,,A62351321,621802280,,,losartan potassium (as losartan 91.6mg)
682200390,2010-03-01,삭제,,0,내복,가스몬정(구연산모사프리드),1,정,한국웰팜(주),239,421001ATB,전문의약품,,생동(사후통보),대체조제가능,,,2009-08-24,,,,,1,,,,,A62351341,A09751341,,,mosapride citrate hydrate (as mosapride 5mg)
682200430,2010-11-01,삭제,,0,내복,니카메정100밀리그램(구연산니카메테이트),1,정,한국웰팜(주),217,200901ATB,전문의약품,,,,,,2010-10-27,,,,,1,,,,,A62351111,,,,
682200440,2016-10-01,삭제,,,내복,유러클캡슐(세파클러),1,캡슐,한국웰팜(주),618,125201ACH,전문의약품,,생동(사후통보),대체조제가능,,,2016-03-22,,,,,1,,,,,682200440,,,,cefaclor hydrate 0.25g
682200450,2011-11-01,삭제,,0,내복,마이페낙정(아세클로페낙),1,정,한국웰팜(주),114,100901ATB,전문의약품,,생동(사후통보),대체조제가능,,,2011-04-25,,,,,1,,,,,671900030,657202270,,,aceclofenac 0.1g
682200460,2011-09-01,삭제,,0,내복,티로스팜정(염산티로프라미드),1,정,한국웰팜(주),124,240301ATB,전문의약품,,생동(사후통보),대체조제가능,,,2011-05-30,,,,,1,,,,,671900050,,,,tiropramide hydrochloride 0.1g
682200690,2015-05-01,삭제,,,내복,프리우스캡슐75밀리그램(프레가발린),1,캡슐,한국웰팜(주),119,480401ACH,전문의약품,,생동(사후통보),대체조제가능,,,2015-04-21,,,,,1,,,,,682200690,,,,pregabalin 75mg
682200700,2015-05-01,삭제,,,내복,프리우스캡슐150밀리그램(프레가발린),1,캡슐,한국웰팜(주),119,480402ACH,전문의약품,,생동(사후통보),대체조제가능,,,2015-04-21,,,,,1,,,,,682200700,,,,pregabalin 0.15g
682300010,2016-10-01,삭제,,,외용,테라티어스에이티에프점안액(카르복시메칠셀룰로오스나트륨),0.6,ml/병,서광팜,131,228601COS,일반의약품,,,,,,2015-12-09,,,,,0.6,,,,,682300010,682300011,,,
682300011,2017-05-01,삭제,,,외용,테라티어스에이티에프점안액(카르복시메칠셀룰로오스나트륨),0.6,mL/관,서광팜,131,228631COS,일반의약품,,,,,,2016-10-26,,,,,0.6,,,,,682300011,,,,
682400010,2017-02-01,급여,28000,,주사,해동에프디지주사액(2-데옥시-2-플루오로-D-글루코스(18F)액),1,mCi,해동기기(주),431,482501BIJ,전문의약품,,,,,,2017-01-20,,,,,1,,,,,A81600011,,V09IX04,fludeoxyglucose (18F),2-deoxy-2-fluoro-D-glucose (18F) injection 0.037GBq(1mCi)
682900020,2010-03-01,삭제,,0,주사,폭산탈주100밀리그람(옥살리플라틴),1,병,(주)한독휴먼헬스,421,205802BIJ,전문의약품,,,,,,2009-08-24,,,,,1,,,,,E01120021,E06400601,,,
682900030,2010-03-01,삭제,,0,주사,폭산탈주50밀리그람(옥살리플라틴),1,병,(주)한독휴먼헬스,421,205801BIJ,전문의약품,,,,,,2009-08-24,,,,,1,,,,,E01120011,E06400591,,,
683100010,2011-02-01,삭제,,0,내복,라트셋미니정,1,정,(주)에이치브이엘에스,114,480600ATB,전문의약품,,,,,,2010-07-27,,,,,1,,,,,A89950081,669501110,,,acetaminophen 0.1625g
683100020,2011-02-01,삭제,,0,내복,라트셋정,1,정,(주)에이치브이엘에스,114,430600ATB,전문의약품,,,,,,2010-07-27,,,,,1,,,,,A89950091,669501120,,,
683100030,2010-11-01,삭제,,0,주사,하이히알플러스주(앰플)(히알우론산나트륨),2,ml/앰플,(주)휴메딕스,399,229228BIJ,전문의약품,,,,,,2010-10-27,,,,,2,,,,,A89950071,,,,
683100050,2016-10-01,삭제,,,주사,하이히알플러스주(히알루론산나트륨),2,ml/관,(주)휴메딕스,399,229228BIJ,전문의약품,,,,,,2015-12-09,,,,,2,,,,,683100050,683100051,,,
683100051,2024-07-01,급여,15252,,주사,하이히알플러스주(히알루론산나트륨)_(20mg/2mL),2,mL/관,(주)휴메딕스,399,530045BIJ,전문의약품,,,,,,2024-05-27,,,,,2,,,,,683100050,,M09AX01,hyaluronic acid,sodium hyaluronate 20mg(10mg/mL)
683100060,2016-10-01,삭제,,,외용,하이아이주(히알루론산나트륨),0.85,ml/관,(주)휴메딕스,131,229220COS,전문의약품,,,,,,2015-12-09,,,,,0.85,,,,,683100060,683100061,,,
683100061,2024-07-01,급여,19844,,주사,하이아이주(히알루론산나트륨)_(12.75mg/0.85mL),0.85,mL/관,(주)휴메딕스,131,530032BIJ,전문의약품,,,,,,2024-05-27,,,,,0.85,,,,,683100060,,S01KA01,hyaluronic acid,sodium hyaluronate 12.75mg(15mg/mL)
683100070,2016-10-01,삭제,,,주사,하이히알주(히알루론산나트륨)(프리필드),2.5,ml/관,(주)휴메딕스,399,229201BIJ,전문의약품,,,,,,2015-12-09,,,,,2.5,,,,,683100070,683100071,,,
683100071,2017-02-01,급여,9531,,주사,하이히알주(히알루론산나트륨)(프리필드)_(25mg/2.5mL),2.5,mL/관,(주)휴메딕스,399,530046BIJ,전문의약품,,,,,,2017-01-20,,,,,2.5,,,,,683100070,,M09AX01,hyaluronic acid,sodium hyaluronate 25mg(10mg/mL)
683100100,2016-10-01,삭제,,,외용,프로산점안액(히알루론산나트륨),0.8,ml/관,(주)휴메딕스,131,229218COS,전문의약품,,,,,,2015-12-09,,,,,0.8,,,,,683100100,683100101,,,
683100101,2019-11-07,삭제,,,외용,프로산점안액(히알루론산나트륨)_(0.8mg/0.8mL),0.8,mL/관,(주)휴메딕스,131,530005COS,전문의약품,,,,,,2019-10-30,,,,,0.8,,,,,683100101,,,,
683100110,2013-05-01,삭제,,0,외용,하이아이주(히알우론산나트륨),1,ml,(주)휴메딕스,131,229213COS,전문의약품,,,,,,2013-04-29,,,,,1,,,,,A89950022,,,,
683100120,2016-10-01,삭제,,0,주사,겐타프로주사(겐타마이신황산염),2,ml/앰플,(주)휴메딕스,618,165103BIJ,전문의약품,,,,,,2015-12-09,,,,,2,,,,,,683100121,,,
683100121,2024-07-01,급여,372,0,주사,겐타프로주사(겐타마이신황산염)_(80mg/2mL),2,mL/앰플,(주)휴메딕스,618,165136BIJ,전문의약품,원가보전,,,,,,,,,,2,,,,,683100120,,J01GB03,gentamicin,gentamicin sulfate 80mg(40mg/mL)
683100390,2016-10-01,삭제,,,주사,휴메딕스덱사메타손포스페이트이나트륨주사,1,ml/앰플,(주)휴메딕스,245,142201BIJ,전문의약품,,,,,,2015-12-09,,,,,1,,,,,683100390,683100393,,,
683100393,2020-12-01,급여,222,0,주사,휴메딕스덱사메타손포스페이트이나트륨주사_(5mg/1mL),1,mL/앰플,(주)휴메딕스,245,142232BIJ,전문의약품,,,,,부신피질호르몬제,2020-11-27,,,,,1,,,,,683100393,,H02AB02,dexamethasone,dexamethasone disodium phosphate 5mg(5mg/mL)
683100410,2016-10-01,삭제,,,주사,휴메딕스트라마돌염산염주,1,ml/앰플,(주)휴메딕스,114,242303BIJ,전문의약품,,,,,,2015-12-09,,,,,1,,,,,683100410,683100411,,,
683100411,2017-02-01,급여,300,,주사,휴메딕스트라마돌염산염주_(50mg/1mL),1,mL/앰플,(주)휴메딕스,114,242330BIJ,전문의약품,,,,,,2017-01-20,,,,,1,,,,,683100410,,N02AX02,tramadol,tramadol hydrochloride 50mg(50mg/mL)
683100480,2016-10-01,삭제,,,주사,휴메딕스린코마이신염산염주사600mg,2,ml/앰플,(주)휴메딕스,611,184206BIJ,전문의약품,,,,,,2015-12-09,,,,,2,,,,,683100480,683100481,,,
683100481,2017-02-01,급여,500,,주사,휴메딕스린코마이신염산염주사600mg_(0.6g/2mL),2,mL/앰플,(주)휴메딕스,611,184231BIJ,전문의약품,,,,,,2017-01-20,,,,,2,,,,,683100480,,J01FF02,lincomycin,lincomycin hydrochloride 0.6g(0.3g/mL)
683100500,2016-10-01,삭제,,,주사,휴메딕스아스코르브산주사,2,ml/앰플,(주)휴메딕스,314,110404BIJ,전문의약품,원가보전,,,,,2015-12-09,,,,,2,,,,,683100500,683100501,,,
683100501,2018-03-01,삭제,,,주사,휴메딕스아스코르브산주사_(0.5g/2mL),2,mL/앰플,(주)휴메딕스,314,110431BIJ,전문의약품,원가보전,,,,,2018-02-23,,,,,2,,,,,683100501,,,,ascorbic acid 0.5g(0.25g/mL)
683100630,2016-10-01,삭제,,,주사,에리포틴프리필드주4000IU/mL(재조합인에리스로포이에틴),0.5,ml/관,(주)휴메딕스,249,500301BIJ,전문의약품,,,,,,2015-12-09,,,,,0.5,,,,,683100630,683100631,,,
683100631,2024-07-01,급여,8149,,주사,에리포틴프리필드주4000IU/mL(재조합인에리스로포이에틴)_(2KI.U/0.5mL),0.5,mL/관,(주)휴메딕스,249,500333BIJ,전문의약품,,,,,부신피질호르몬제,2024-05-27,,,,,0.5,,,,,683100630,,B03XA01,erythropoietin,erythropoietin 2KI.U(4KI.U/mL)
683100640,2016-10-01,삭제,,,주사,에리포틴프리필드주4000IU/mL(재조합인에리스로포이에틴),1,ml/관,(주)휴메딕스,249,500302BIJ,전문의약품,,,,,,2015-12-09,,,,,1,,,,,683100640,683100641,,,
683100641,2018-03-01,삭제,,,주사,에리포틴프리필드주4000IU/mL(재조합인에리스로포이에틴)_(4KI.U/1mL),1,mL/관,(주)휴메딕스,249,500338BIJ,전문의약품,,,,,,2018-02-23,,,,,1,,,,,683100641,,,,erythropoietin 4KI.U(4KI.U/mL)
683100650,2016-10-01,삭제,,,주사,에리포틴프리필드주10000IU/mL(재조합인에리스로포이에틴),0.3,ml/관,(주)휴메딕스,249,500304BIJ,전문의약품,,,,,,2015-12-09,,,,,0.3,,,,,683100650,683100651,,,
683100651,2018-03-01,삭제,,,주사,에리포틴프리필드주10000IU/mL(재조합인에리스로포이에틴)_(3KI.U/0.3mL),0.3,mL/관,(주)휴메딕스,249,500334BIJ,전문의약품,,,,,,2018-02-23,,,,,0.3,,,,,683100651,,,,erythropoietin 3KI.U(10KI.U/mL)
683100660,2016-10-01,삭제,,,주사,에리포틴프리필드주10000IU/mL(재조합인에리스로포이에틴),0.4,ml/관,(주)휴메딕스,249,500302BIJ,전문의약품,,,,,,2015-12-09,,,,,0.4,,,,,683100660,683100661,,,
683100661,2024-07-01,급여,12655,,주사,에리포틴프리필드주10000IU/mL(재조합인에리스로포이에틴)_(4KI.U/0.4mL),0.4,mL/관,(주)휴메딕스,249,500337BIJ,전문의약품,,,,,부신피질호르몬제,2024-05-27,,,,,0.4,,,,,683100660,,B03XA01,erythropoietin,erythropoietin 4KI.U(10KI.U/mL)
683100670,2016-10-01,삭제,,,주사,에리포틴프리필드주10000IU/mL(재조합인에리스로포이에틴),0.5,ml/관,(주)휴메딕스,249,500305BIJ,전문의약품,,,,,,2015-12-09,,,,,0.5,,,,,683100670,683100671,,,
683100671,2024-07-01,급여,11743,,주사,에리포틴프리필드주10000IU/mL(재조합인에리스로포이에틴)_(5KI.U/0.5mL),0.5,mL/관,(주)휴메딕스,249,500340BIJ,전문의약품,,,,,부신피질호르몬제,2024-05-27,,,,,0.5,,,,,683100670,,B03XA01,erythropoietin,erythropoietin 5KI.U(10KI.U/mL)
683100680,2016-07-01,삭제,,,주사,에리포틴프리필드주10000IU/mL(재조합인에리스로포이에틴),0.6,ml/관,(주)휴메딕스,249,500306BIJ,전문의약품,,,,,,2015-12-09,,,,,0.6,,,,,683100680,683100681,,,
683100681,2016-07-01,삭제,,,주사,에리포틴프리필드주10000IU/mL(재조합인에리스로포이에틴),0.6,mL/관,(주)휴메딕스,249,500341BIJ,전문의약품,,,,,,2016-06-23,,,,,0.6,,,,,683100681,,,,erythropoietin 6KI.U(10KI.U/mL)
683100690,2014-05-01,삭제,,,주사,에리포틴프리필드주10000IU/mL(재조합인에리스로포이에틴),0.8,ml/관,(주)휴메딕스,249,500307BIJ,전문의약품,,,,,,2014-04-18,,,,,0.8,,,,,683100690,,,,
683100700,2016-10-01,삭제,,,주사,에리포틴프리필드주10000IU/mL(재조합인에리스로포이에틴),1,ml/관,(주)휴메딕스,249,500308BIJ,전문의약품,,,,,,2015-12-09,,,,,1,,,,,683100700,683100701,,,
683100701,2024-07-01,급여,20043,,주사,에리포틴프리필드주10000IU/mL(재조합인에리스로포이에틴)_(10KI.U/1mL),1,mL/관,(주)휴메딕스,249,500343BIJ,전문의약품,,,,,부신피질호르몬제,2024-05-27,,,,,1,,,,,683100700,,B03XA01,erythropoietin,erythropoietin 10KI.U(10KI.U/mL)
683100710,2016-10-01,삭제,,,외용,싸이크린점안액(시클로스포린),0.4,ml/병,(주)휴메딕스,131,475101COS,전문의약품,,,,,,2015-12-09,,,2015-05-18,,0.4,,,,,683100710,683100711,,,
683100711,2019-11-07,삭제,,,외용,휴스포린점안액(시클로스포린)_(0.2mg/0.4mL),0.4,mL/관,(주)휴메딕스,131,475130COS,전문의약품,,,,,,2019-10-30,,,,,0.4,,,,,683100711,,,,cyclosporin 0.2mg(0.5mg/mL)
683100720,2016-10-01,삭제,,,외용,하이아이주(히알루론산나트륨),2,ml/관,(주)휴메딕스,131,229248COS,전문의약품,,,,,,2015-12-09,,,,,2,,,,,683100720,683100721,,,
683100721,2018-03-01,삭제,,,주사,하이아이주(히알루론산나트륨)_(30mg/2mL),2,mL/관,(주)휴메딕스,131,530047BIJ,전문의약품,,,,,,2018-02-23,,,,,2,,,,,683100721,,,,
683100730,2017-02-01,급여,438,,내복,휴클러캡슐(세파클러수화물)_(0.25g/1캡슐),1,캡슐,(주)휴메딕스,618,125201ACH,전문의약품,,생동(사후통보),대체조제가능,,,2017-01-20,,,,,1,,,,,,,J01DC04,cefaclor,cefaclor hydrate 0.25g
683100740,2016-10-01,삭제,,,외용,프로산점안액(히알루론산나트륨),1,ml/관,(주)휴메딕스,131,229205COS,전문의약품,,,,,,2015-12-09,,,,,1,,,,,683100740,683100741,,,
683100741,2022-11-01,삭제,,,외용,프로산점안액(히알루론산나트륨)_(1mg/1mL),1,mL/관,(주)휴메딕스,131,530008COS,전문의약품,,,,,,2022-10-25,,,,,1,,,,,683100741,,,,
683100750,2018-03-01,삭제,,,주사,휴메딕스아티카인에피네프린주1/10만_(1.7mL),1.7,mL/앰플,(주)휴메딕스,121,450200BIJ,전문의약품,,생동(사후통보),,,,2018-02-23,,,,,1.7,,,,,683100750,,,,articaine hydrochloride 68mg(40mg/mL)
683100770,2023-09-05,급여,622,,내복,프리스타정5밀리그램(피나스테리드)_(5mg/1정),1,정,(주)휴메딕스,259,159001ATB,전문의약품,,생동(사후통보),대체조제가능,,,2023-09-01,,,,,1,,,,,,,G04CB01,finasteride,finasteride 5mg
683100780,2016-10-01,삭제,,,주사,휴메딕스암브록솔염산염주사액,2,ml/앰플,(주)휴메딕스,222,106302BIJ,전문의약품,,,,,,2015-12-09,,,,,2,,,,,683100780,683100781,,,
683100781,2018-03-01,삭제,,,주사,휴메딕스암브록솔염산염주사액_(15mg/2mL),2,mL/앰플,(주)휴메딕스,222,106330BIJ,전문의약품,,,,,,2018-02-23,,,,,2,,,,,683100781,,,,ambroxol hydrochloride 15mg(7.5mg/mL)
683100790,2023-09-05,급여,1516,,내복,플루칸캡슐50밀리그램(플루코나졸)_(50mg/1캡슐),1,캡슐,(주)휴메딕스,629,159903ACH,전문의약품,,생동(사후통보),대체조제가능,,,2023-09-01,,,,,1,,,,,,,J02AC01,fluconazole,fluconazole 50mg
683100800,2016-10-01,삭제,,,주사,휴메딕스반코마이신염산염주500밀리그램,500,mg/병,(주)휴메딕스,611,247205BIJ,전문의약품,,,,,,2015-12-09,,,,,500,,,,,683100800,683100801,,,vancomycin hydrochloride 0.5g
683100801,2019-01-01,삭제,,,주사,휴메딕스반코마이신염산염주500밀리그램_(0.5g/1병),1,병,(주)휴메딕스,611,247205BIJ,전문의약품,,,,,,2018-06-27,,,,,1,,,,,683100801,,,,vancomycin hydrochloride 0.5g
683100810,2016-10-01,삭제,,,외용,프로산0.3%점안액(히알루론산나트륨),0.9,mL/관,(주)휴메딕스,131,229246COS,전문의약품,,,,,,2015-12-09,,,,,0.9,,,,,683100810,683100811,,,
683100811,2022-11-01,삭제,,,외용,프로산0.3%점안액(히알루론산나트륨)_(2.7mg/0.9mL),0.9,mL/관,(주)휴메딕스,131,530018COS,전문의약품,,,,,,2022-10-25,,,,,0.9,,,,,683100811,,,,
683100840,2016-10-01,삭제,,,외용,프로산0.15%점안액(히알루론산나트륨),0.9,mL,(주)휴메딕스,131,229255COS,전문의약품,,,,,,2015-12-09,,,,,0.9,,,,,683100840,683100841,,,
683100841,2019-11-07,삭제,,,외용,프로산0.15%점안액(히알루론산나트륨)_(1.35mg/0.9mL),0.9,mL/관,(주)휴메딕스,131,530011COS,전문의약품,,,,,,2019-10-30,,,,,0.9,,,,,683100841,,,,
683100850,2016-10-01,삭제,,,외용,프로산0.15%점안액(히알루론산나트륨),1,mL,(주)휴메딕스,131,229247COS,전문의약품,,,,,,2015-12-09,,,,,1,,,,,683100850,683100851,,,
683100851,2022-11-01,삭제,,,외용,프로산0.15%점안액(히알루론산나트륨)_(1.5mg/1mL),1,mL/관,(주)휴메딕스,131,530013COS,전문의약품,,,,,,2022-10-25,,,,,1,,,,,683100851,,,,
683100860,2016-12-01,삭제,,,내복,로살베실정5/50밀리그램,1,정,(주)휴메딕스,214,637400ATB,전문의약품,,,,,,2016-05-24,,,,,1,,,,,683100860,694001050,,,amlodipine besylate (as amlodipine 5mg)
683100870,2016-12-01,삭제,,,내복,로살베실정5/100밀리그램,1,정,(주)휴메딕스,214,637600ATB,전문의약품,,,,,,2016-05-24,,,,,1,,,,,683100870,694001040,,,amlodipine besylate (as amlodipine 5mg)
683100880,2016-12-01,삭제,,,내복,로살베실정10/50밀리그램,1,정,(주)휴메딕스,214,637500ATB,전문의약품,,,,,,2016-05-24,,,,,1,,,,,683100880,694001060,,,amlodipine besylate (as amlodipine 10mg)
683100891,2020-11-01,삭제,,,외용,프로산점안액(히알루론산나트륨)_(0.3mg/0.3mL),0.3,mL/관,(주)휴메딕스,131,530052COS,전문의약품,,,,,,2020-10-23,,,,,0.3,,,,,683100891,,,,
683100901,2020-11-01,삭제,,,외용,프로산점안액(히알루론산나트륨)_(0.35mg/0.35mL),0.35,mL/관,(주)휴메딕스,131,530053COS,전문의약품,,,,,,2020-10-23,,,,,0.35,,,,,683100901,,,,sodium hyaluronate 0.35mg(1mg/mL)
683100911,2020-11-14,급여,198,,외용,프로산점안액(히알루론산나트륨)_(0.45mg/0.45mL),0.45,mL/관,(주)휴메딕스,131,530072COS,전문의약품,,,,,,2020-11-13,,,,200907161,0.45,,,,,,,S01XA20,artificial tears and other indifferent preparations,sodium hyaluronate 0.45mg(1mg/mL)
683100921,2020-11-01,삭제,,,외용,프로산점안액(히알루론산나트륨)_(0.5mg/0.5mL),0.5,mL/관,(주)휴메딕스,131,530002COS,전문의약품,,,,,,2020-10-23,,,,,0.5,,,,,683100921,,,,sodium hyaluronate 0.5mg(1mg/mL)
683100931,2020-05-01,삭제,,,외용,프로산점안액(히알루론산나트륨)_(0.55mg/0.55mL),0.55,mL/관,(주)휴메딕스,131,530075COS,전문의약품,,,,,,2020-04-28,,,,,0.55,,,,,683100931,,,,
683100941,2020-11-01,삭제,,,외용,프로산점안액(히알루론산나트륨)_(0.7mg/0.7mL),0.7,mL/관,(주)휴메딕스,131,530004COS,전문의약품,,,,,,2020-10-23,,,,,0.7,,,,,683100941,,,,
683100951,2020-11-01,삭제,,,외용,프로산0.15%점안액(히알루론산나트륨)_(1.125mg/0.75mL),0.75,mL/관,(주)휴메딕스,131,530056COS,전문의약품,,,,,,2020-10-23,,,,,0.75,,,,,683100951,,,,
683100961,2020-11-01,삭제,,,외용,프로산0.3%점안액(히알루론산나트륨)_(2.64mg/0.88mL),0.88,mL/관,(주)휴메딕스,131,530051COS,전문의약품,,,,,,2020-10-23,,,,,0.88,,,,,683100961,,,,
683100971,2020-11-01,삭제,,,외용,프로산0.15%점안액(히알루론산나트륨)_(0.45mg/0.3mL),0.3,mL/관,(주)휴메딕스,131,530057COS,전문의약품,,,,,,2020-10-23,,,,,0.3,,,,,683100971,,,,
683100981,2022-11-01,삭제,,,외용,프로산0.15%점안액(히알루론산나트륨)_(0.525mg/0.35mL),0.35,mL/관,(주)휴메딕스,131,530058COS,전문의약품,,,,,,2022-10-25,,,,,0.35,,,,,683100981,,,,
683100991,2020-11-01,삭제,,,외용,프로산0.15%점안액(히알루론산나트륨)_(0.585mg/0.39mL),0.39,mL/관,(주)휴메딕스,131,530061COS,전문의약품,,,,,,2020-10-23,,,,,0.39,,,,,683100991,,,,sodium hyaluronate 0.585mg(1.5mg/mL)
683101001,2020-11-01,삭제,,,외용,프로산0.15%점안액(히알루론산나트륨)_(0.6mg/0.4mL),0.4,mL/관,(주)휴메딕스,131,530074COS,전문의약품,,,,,,2020-10-23,,,,,0.4,,,,,683101001,,,,sodium hyaluronate 0.6mg(1.5mg/mL)
